Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,emotion
50,Dance Monkey,Tones and I,1373788,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019-07-31,1rgnBhdG2JDFTbYkYRZAku,0.688,0.825,209755,0.593,0.000161,6,0.17,-6.401,0,0.0988,98.078,4,0.54,happy
3,boyfriend (with Social House),Ariana Grande,4907855,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-08-02,0Ryd8975WihbObpp5cPW1t,0.119,0.4,186107,0.795,0,10,0.159,-3.731,0,0.461,190.097,4,0.702,happy
31,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,1809799,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,2019-08-02,322tcqPhma7F6hfCeLisx0,0.482,0.806,198973,0.558,0,9,0.0618,-6.46,1,0.0683,95.016,4,0.678,happy
47,Dreams Money Can Buy,Drake,1510648,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI,2019-08-02,1qyFlfPREPbRcS2BNszdYI,0.765,0.423,253803,0.587,0,6,0.114,-6.635,1,0.529,180.331,4,0.33,excited
27,Small Talk,Katy Perry,1986107,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO,2019-08-09,4NmE2ytXI8S2svTRSmEdpO,0.203,0.846,161963,0.631,0,5,0.455,-5.547,1,0.1,115.999,4,0.602,happy
28,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,1947607,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,2019-08-09,5N1o6d8zGcSZSeMFkOUQOk,0.00485,0.872,199427,0.814,1.96E-06,0,0.214,-4.568,1,0.155,98.985,4,0.57,happy
48,I.F.L.Y.,Bazzi,1394588,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2019-08-09,4a6q8CR2hzLk2plDkSxkfD,0.379,0.812,165714,0.519,0,2,0.13,-4.823,1,0.0385,104.954,4,0.554,happy
50,Old Town Road,Lil Nas X,1131461,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,2019-08-11,0F7FA14euOIX8KcbEturGH,0.0578,0.907,113000,0.53,2.23E-06,1,0.101,-6.112,1,0.127,135.998,4,0.507,happy
50,Tutu,Camilo,1224343,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019-08-12,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613,0.832,0,9,0.0665,-2.592,1,0.0503,146.013,4,0.94,happy
4,Lover,Taylor Swift,3635889,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY,2019-08-16,0bzbvANY6oETSJLc0wlVGY,0.492,0.359,221307,0.543,1.58E-05,7,0.118,-7.582,1,0.0919,68.534,4,0.453,excited
25,Soltera (Remix),Lunay,2085682,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza,2019-08-16,2qMnZF5Ja2WvmfbblByQza,0.327,0.795,266192,0.755,0,5,0.464,-4.788,1,0.0454,92.02,4,0.816,happy
26,"Yo x Ti, Tu x Mi",ROSALÍA,2024609,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,2019-08-16,7BlBVFwvbWvcwNcUarQmjk,0.462,0.78,201040,0.759,0.000868,1,0.143,-3.292,1,0.225,91.952,4,0.579,happy
27,The London (feat. J. Cole & Travis Scott),Young Thug,1917185,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,2019-08-16,3s4mrPrEFFPF0LmAfutW0n,0.0249,0.784,200187,0.517,1.44E-06,4,0.155,-8.981,0,0.209,97.991,4,0.206,excited
29,Slide Away,Miley Cyrus,1860476,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,2019-08-16,44ADyYoY5liaRa3EOAl4uf,0.17,0.53,233654,0.538,2.83E-06,5,0.248,-6.672,1,0.0335,148.051,4,0.288,excited
40,Bad Bad Bad (feat. Lil Baby),Young Thug,1572549,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,2019-08-16,1GeNui6m825V8jP4uKiIaH,0.0976,0.974,149040,0.596,0,6,0.151,-8.888,1,0.184,111.959,4,0.892,happy
45,Won't Be Late (feat. Drake),Swae Lee,1477779,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa,2019-08-16,2sqsNXfN0HtgDEgaHXiUTa,0.0824,0.915,218710,0.588,0.000169,7,0.104,-6.302,0,0.0677,123.936,4,0.329,excited
50,Motivation,Normani,1286069,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,2019-08-17,0rIAC4PXANcKmitJfoqmVm,0.0192,0.599,193837,0.887,1.21E-06,4,0.3,-3.967,1,0.0984,170.918,4,0.881,happy
2,Lover,Taylor Swift,5550879,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2019-08-23,1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,221307,0.543,1.58E-05,7,0.118,-7.582,1,0.0919,68.534,4,0.453,excited
4,The Man,Taylor Swift,4612079,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,2019-08-23,3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,190360,0.658,0,0,0.0901,-5.191,1,0.054,110.048,4,0.633,happy
5,Cruel Summer,Taylor Swift,4103386,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2019-08-23,1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,178427,0.702,2.06E-05,9,0.105,-5.707,1,0.157,169.994,4,0.564,happy
6,I Forgot That You Existed,Taylor Swift,4088065,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,2019-08-23,43rA71bccXFGD4C8GOpIlN,0.298,0.664,170640,0.316,2.03E-06,5,0.0812,-10.345,1,0.519,92.875,4,0.541,peacefull
12,You Need To Calm Down,Taylor Swift,3277250,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2019-08-23,6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,171360,0.671,0,2,0.0637,-5.617,1,0.0553,85.026,4,0.714,happy
13,I Think He Knows,Taylor Swift,3074896,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd,2019-08-23,2YWtcWi3a83pdEg3Gif4Pd,0.00889,0.897,173387,0.366,0.000353,0,0.0715,-8.029,1,0.0569,100.003,4,0.416,sad
15,Miss Americana & The Heartbreak Prince,Taylor Swift,3047195,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,2019-08-23,214nt20w5wOxJnY462klLw,0.028,0.662,234147,0.747,0.00615,11,0.138,-6.926,0,0.0736,150.088,4,0.487,excited
16,Paper Rings,Taylor Swift,3035132,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,2019-08-23,4y5bvROuBDPr5fuwXbIBZR,0.0129,0.811,222400,0.719,1.36E-05,9,0.0742,-6.553,1,0.0497,103.979,4,0.865,happy
23,Cornelia Street,Taylor Swift,2751051,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,2019-08-23,12M5uqx0ZuwkpLp5rJim1a,0.781,0.824,287267,0.624,0.000189,0,0.1,-9.728,1,0.0827,102.012,4,0.248,excited
24,The Archer,Taylor Swift,2709984,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37,2019-08-23,3pHkh7d0lzM2AldUtz2x37,0.12,0.292,211240,0.574,0.00569,0,0.0663,-9.375,1,0.0401,124.344,4,0.166,excited
25,London Boy,Taylor Swift,2708555,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,2019-08-23,1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,190240,0.71,0.000104,1,0.133,-6.639,1,0.05,157.925,4,0.557,happy
26,Death By A Thousand Cuts,Taylor Swift,2466498,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D,2019-08-23,2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,198533,0.732,0,4,0.319,-6.754,1,0.0629,94.071,4,0.313,excited
29,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2407396,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2019-08-23,2Rk4JlNc2TPmZe2af99d45,0.033,0.61,193000,0.83,0,0,0.118,-4.105,1,0.0571,182.162,4,0.728,happy
31,Soon You’ll Get Better (feat. Dixie Chicks),Taylor Swift,2307187,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr,2019-08-23,4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,201587,0.182,0,0,0.123,-12.566,1,0.0641,207.476,4,0.421,sad
34,False God,Taylor Swift,2210386,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so,2019-08-23,5hQSXkFgbxjZo9uCwd11so,0.736,0.739,200307,0.32,0.000147,11,0.111,-10.862,0,0.239,79.97,4,0.351,sad
38,Afterglow,Taylor Swift,2110831,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi,2019-08-23,1SymEzIT3H8UZfibCs3TYi,0.13,0.756,223293,0.449,0,9,0.114,-8.746,1,0.0344,111.011,4,0.399,sad
42,Daylight,Taylor Swift,1834253,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6,2019-08-23,1fzAuUVbzlhZ1lJAx9PtY6,0.808,0.557,293453,0.496,0.000173,0,0.0772,-9.602,1,0.0563,149.983,4,0.265,sad
44,It’s Nice To Have A Friend,Taylor Swift,1801520,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm,2019-08-23,1SmiQ65iSAbPto6gPFlBYm,0.971,0.737,150440,0.175,0.000337,10,0.171,-9.912,1,0.0401,70.008,4,0.545,peacefull
46,Adicto (with Anuel AA & Ozuna),Tainy,1432089,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2019-08-29,3jbT1Y5MoPwEIpZndDDwVq,0.017,0.734,270741,0.836,1.64E-05,10,0.179,-4.803,0,0.0735,80.002,4,0.623,happy
47,Teeth,5 Seconds of Summer,1430014,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,2019-08-29,26wLOs3ZuHJa2Ihhx6QIE6,0.0516,0.749,204887,0.461,6.24E-06,10,0.0738,-2.961,0,0.0416,139.02,4,0.42,sad
50,Good As Hell,Lizzo,1381094,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,2019-08-29,3Yh9lZcWyKrK9GjbhuS0hR,0.256,0.682,159736,0.919,0,0,0.442,-3.18,0,0.0875,95.982,4,0.535,happy
2,Circles,Post Malone,4777797,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG,2019-08-30,4VginDwYTP2eaHJzO0QMjG,0.233,0.704,214907,0.758,0.00144,0,0.0924,-3.537,1,0.0402,120.003,4,0.534,happy
4,Ransom,Lil Tecca,3894685,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,2019-08-30,6EOKwHETwSkZ9gW2b6ASE0,0.0204,0.745,131240,0.642,0,7,0.0658,-6.257,0,0.287,179.974,4,0.226,excited
26,Norman fucking Rockwell,Lana Del Rey,2122231,https://open.spotify.com/track/3RIgHHpnFKj5Rni1shokDj,2019-08-30,3RIgHHpnFKj5Rni1shokDj,0.967,0.218,248934,0.215,0.0847,5,0.0948,-12.49,1,0.0368,76.74,1,0.138,sad
35,Babushka Boi,A$AP Rocky,1755635,https://open.spotify.com/track/643PW82aBMUa1FiWi5VQY7,2019-08-30,643PW82aBMUa1FiWi5VQY7,0.304,0.897,187105,0.743,4.44E-05,10,0.137,-5.446,0,0.222,134.979,4,0.905,happy
1,Circles,Post Malone,7292777,https://open.spotify.com/track/0Yde1VrWbGF2Tus2AQhMuT,2019-09-06,0Yde1VrWbGF2Tus2AQhMuT,0.222,0.703,215280,0.756,0.00281,0,0.0829,-3.407,1,0.0376,119.999,4,0.536,happy
3,Saint-Tropez,Post Malone,6207837,https://open.spotify.com/track/7C39RtGhnEw7cyf0Pyw7PV,2019-09-06,7C39RtGhnEw7cyf0Pyw7PV,0.0545,0.617,150867,0.684,0,0,0.104,-3.618,1,0.0439,132.113,4,0.295,excited
4,Hollywood's Bleeding,Post Malone,5585004,https://open.spotify.com/track/01iuzK2ziYAVE2n9aSXbWp,2019-09-06,01iuzK2ziYAVE2n9aSXbWp,0.331,0.404,156253,0.645,0,4,0.104,-3.221,0,0.0479,130.215,4,0.158,excited
6,Enemies (feat. DaBaby),Post Malone,5397210,https://open.spotify.com/track/6UFEJuDXQMWhL5UH5f9fUR,2019-09-06,6UFEJuDXQMWhL5UH5f9fUR,0.0588,0.542,196760,0.674,0,6,0.0955,-4.169,1,0.21,76.388,4,0.667,happy
7,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,4843981,https://open.spotify.com/track/44pxxRrhiDGuHYP5HjadGF,2019-09-06,44pxxRrhiDGuHYP5HjadGF,0.102,0.495,229587,0.811,0,1,0.132,-2.649,0,0.0571,139.925,4,0.241,excited
8,Die For Me (feat. Future & Halsey),Post Malone,4364654,https://open.spotify.com/track/59PYPDxTbqJpiGfyogPb5h,2019-09-06,59PYPDxTbqJpiGfyogPb5h,0.19,0.614,245267,0.66,0,0,0.211,-2.848,1,0.0441,145.01,4,0.452,excited
9,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4135127,https://open.spotify.com/track/4VqTRBvYg0z8C4nsl4Hupy,2019-09-06,4VqTRBvYg0z8C4nsl4Hupy,0.533,0.755,157560,0.522,0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925,happy
10,On The Road (feat. Meek Mill & Lil Baby),Post Malone,4023514,https://open.spotify.com/track/0hGH0S74Eoyv6mXZcOKtdQ,2019-09-06,0hGH0S74Eoyv6mXZcOKtdQ,0.0589,0.442,218320,0.737,0,7,0.102,-5.046,1,0.109,112.93,5,0.21,excited
11,A Thousand Bad Times,Post Malone,3969818,https://open.spotify.com/track/3hFG4jR5stnIQJDI64KlJY,2019-09-06,3hFG4jR5stnIQJDI64KlJY,0.105,0.632,221173,0.732,1.15E-05,6,0.111,-3.498,1,0.092,159,4,0.317,excited
13,Allergic,Post Malone,3929702,https://open.spotify.com/track/4LIbjDbLweGCrHVw8QbMSb,2019-09-06,4LIbjDbLweGCrHVw8QbMSb,0.154,0.665,156893,0.741,3.02E-05,0,0.345,-3.694,1,0.0787,144.968,4,0.57,happy
16,Staring At The Sun (feat. SZA),Post Malone,3381981,https://open.spotify.com/track/2leIuE4fdcJoNMSKu5Yr7a,2019-09-06,2leIuE4fdcJoNMSKu5Yr7a,0.248,0.724,168280,0.772,0,6,0.308,-4.389,0,0.184,95.074,4,0.347,excited
18,I'm Gonna Be,Post Malone,3325675,https://open.spotify.com/track/4hDoWaIklSVAKLocU3IDBr,2019-09-06,4hDoWaIklSVAKLocU3IDBr,0.703,0.746,200680,0.559,0,5,0.148,-4.008,1,0.0316,117.943,4,0.368,excited
23,Wow.,Post Malone,2878111,https://open.spotify.com/track/2ve5NyzWHUbIYxL33goCX7,2019-09-06,2ve5NyzWHUbIYxL33goCX7,0.136,0.829,149547,0.539,1.78E-06,11,0.103,-7.359,0,0.208,99.96,4,0.388,excited
26,Internet,Post Malone,2651039,https://open.spotify.com/track/4RzpCjByV1NWUGKVQGuej6,2019-09-06,4RzpCjByV1NWUGKVQGuej6,0.841,0.469,123387,0.489,0,0,0.103,-6.071,1,0.0314,74.013,4,0.201,sad
27,Myself,Post Malone,2579933,https://open.spotify.com/track/4YgtN1HasxdDlrrZIggYxn,2019-09-06,4YgtN1HasxdDlrrZIggYxn,0.102,0.476,158120,0.701,0,0,0.242,-4.234,1,0.0349,163.882,4,0.405,excited
28,Liar,Camila Cabello,2534465,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,2019-09-06,7LzouaWGFCy4tkXDOOnEyM,0.0169,0.74,207039,0.498,0.00282,11,0.319,-6.684,0,0.0456,98.016,4,0.652,peacefull
31,I Know,Post Malone,2464079,https://open.spotify.com/track/2sfZgYusD8bBvB7qWekvSx,2019-09-06,2sfZgYusD8bBvB7qWekvSx,0.497,0.666,141413,0.603,0,1,0.112,-5.671,1,0.0763,102.94,4,0.262,excited
47,Shameless,Camila Cabello,1737441,https://open.spotify.com/track/3UYiU57SMiAS5LqolhHJw1,2019-09-06,3UYiU57SMiAS5LqolhHJw1,0.0197,0.377,219742,0.651,5.31E-05,4,0.174,-5.437,0,0.0588,129.698,4,0.0851,excited
2,Circles,Post Malone,6047940,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg,2019-09-07,51MMC5DogGZAnHil5HQAXg,0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,happy
5,Hollywood's Bleeding,Post Malone,4053228,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9,2019-09-07,77Y7tccX9Hx5iClDr39uy9,0.331,0.405,156267,0.646,0,4,0.103,-3.206,0,0.0476,130.218,4,0.17,excited
6,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,3946730,https://open.spotify.com/track/4Yq3XUNfWrAPWuB94qkC09,2019-09-07,4Yq3XUNfWrAPWuB94qkC09,0.0906,0.499,229573,0.8,0,1,0.147,-2.665,0,0.0502,139.919,4,0.272,excited
2,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,5878568,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,2019-09-13,3NkJNL3WqO1Lqc3uNDxvCN,0.00268,0.643,190107,0.721,6.51E-06,1,0.0898,-5.248,1,0.0449,102.914,4,0.317,excited
24,Panini,Lil Nas X,2397227,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,2019-09-13,1000nHvUdawXuUHgBod4Wv,0.342,0.703,114893,0.594,0,5,0.123,-6.146,0,0.0752,153.848,4,0.475,excited
27,Graveyard,Halsey,2312853,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,2019-09-13,6V9fHiv84WlVTg7CSnIVY2,0.231,0.667,181806,0.583,4.48E-05,11,0.181,-5.127,0,0.0747,92.043,4,0.187,excited
2,Circles,Post Malone,4668304,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019-09-16,21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,happy
8,Saint-Tropez,Post Malone,3230223,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,2019-09-16,05mDaV9Vb3wrzjF6OPZnhq,0.0545,0.617,150867,0.684,0,0,0.104,-3.618,1,0.0439,132.113,4,0.295,excited
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2676605,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2019-09-16,0RiRZpuVRbi7oqRdSMwhQY,0.533,0.755,157560,0.522,0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925,happy
15,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2662244,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,2019-09-16,7CZyCXKG6d5ALeq41sLzbw,0.0906,0.499,229573,0.8,0,1,0.147,-2.665,0,0.0502,139.919,4,0.272,excited
17,Hollywood's Bleeding,Post Malone,2597723,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,2019-09-16,7sWRlDoTDX8geTR8zzr2vt,0.331,0.405,156267,0.646,0,4,0.103,-3.206,0,0.0476,130.218,4,0.17,excited
18,Enemies (feat. DaBaby),Post Malone,2453418,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,2019-09-16,0Xek5rqai2jcOWCYWJfVCF,0.0588,0.542,196760,0.674,0,6,0.0955,-4.169,1,0.21,76.388,4,0.667,happy
27,Die For Me (feat. Future & Halsey),Post Malone,2015336,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,2019-09-16,2C6WXnmZ66tHhHlnvwePiK,0.19,0.614,245267,0.66,0,0,0.211,-2.848,1,0.0441,145.01,4,0.452,excited
34,On The Road (feat. Meek Mill & Lil Baby),Post Malone,1756105,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,2019-09-16,12Fkyg9lpmaz2zmKOfw2Y2,0.0589,0.442,218320,0.737,0,7,0.102,-5.046,1,0.109,112.93,5,0.21,excited
43,A Thousand Bad Times,Post Malone,1556345,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2,2019-09-16,2J0NXdHr6MYvKDSxB7k3V2,0.105,0.632,221173,0.732,1.15E-05,6,0.111,-3.498,1,0.092,159,4,0.317,excited
45,Wow.,Post Malone,1508476,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2019-09-16,7xQAfvXzm3AkraOtGPWIZg,0.136,0.829,149547,0.539,1.78E-06,11,0.103,-7.359,0,0.208,99.96,4,0.388,excited
50,hot girl bummer,blackbear,1391405,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2019-09-16,7aiClxsDWFRQ0Kzk5KI5ku,0.128,0.778,185093,0.559,0,6,0.399,-7.109,0,0.0776,129.989,1,0.678,happy
32,Memories,Maroon 5,1930128,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2019-09-20,2b8fOow8UzyDFAE27YhOZM,0.837,0.764,189486,0.32,0,11,0.0822,-7.209,1,0.0546,91.019,4,0.575,peacefull
48,110,Capital Bra,1523448,https://open.spotify.com/track/5sdQ7VUx6GOfsRoSxnK1YG,2019-09-20,5sdQ7VUx6GOfsRoSxnK1YG,0.533,0.48,194534,0.749,0,1,0.0997,-5.057,0,0.432,179.056,4,0.419,excited
49,223's (feat. 9lokknine),YNW Melly,1279257,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,2019-09-23,4sjiIpEv617LDXaidKioOI,0.0389,0.931,176640,0.502,0,0,0.0912,-9.311,0,0.353,94.999,4,0.712,happy
